conv_id,turn,annotator_id,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,13,gpt_pass_1,2.0,1.0,2.0,2.0,3.0,1.0,2.0,mixed,synthesize,explore,synthesis
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,14,gpt_pass_1,1.0,3.0,0.0,2.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,15,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,16,gpt_pass_1,2.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,17,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,18,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,19,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,uncertain
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,20,gpt_pass_1,1.0,2.0,1.0,3.0,4.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,21,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,clarify,synthesize,clarification
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,22,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,0.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,23,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,synthesize,explore,synthesis
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,24,gpt_pass_1,1.0,3.0,0.0,4.0,3.0,0.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,25,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,synthesize,explore,synthesis
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,26,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,27,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,accommodate,clarification
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,28,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,29,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,30,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__opp_sup__s0__4eece27ba1,31,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,synthesize,resolve,uncertain
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,0,gpt_pass_1,1.0,3.0,0.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,1,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,2,gpt_pass_1,2.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,3,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,3.0,2.0,mixed,rebut,challenge,escalation
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,4,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,5,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,6,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,clarification
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,7,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,3.0,2.0,negative,assert,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,8,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,9,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,10,gpt_pass_1,1.0,2.0,0.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,11,gpt_pass_1,2.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,12,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,13,gpt_pass_1,0.0,4.0,1.0,2.0,3.0,0.0,0.0,mixed,assert,defend,closure
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,14,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,15,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,16,gpt_pass_1,2.0,1.0,2.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,17,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,3.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,18,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,3.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,19,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,20,gpt_pass_1,1.0,1.0,1.0,3.0,3.0,2.0,1.0,mixed,synthesize,accommodate,agreement
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,21,gpt_pass_1,1.0,3.0,0.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,22,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,23,gpt_pass_1,1.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,agreement
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,24,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,clarify,defend,uncertain
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,25,gpt_pass_1,2.0,3.0,0.0,2.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,26,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,synthesize,agreement
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,27,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,28,gpt_pass_1,2.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,29,gpt_pass_1,1.0,4.0,1.0,2.0,2.0,4.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,30,gpt_pass_1,3.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,31,gpt_pass_1,1.0,3.0,1.0,1.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,0,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,2.0,negative,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,1,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,2,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,2.0,3.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,3,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,4,gpt_pass_1,1.0,4.0,1.0,4.0,2.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,5,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,6,gpt_pass_1,0.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,7,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,8,gpt_pass_1,1.0,4.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,9,gpt_pass_1,1.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,10,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,11,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,12,gpt_pass_1,0.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,13,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,assert,persuade,agreement
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,14,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,15,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,accommodate,persuade,accommodation
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,16,gpt_pass_1,1.0,4.0,1.0,2.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,17,gpt_pass_1,1.0,2.0,2.0,3.0,2.0,1.0,1.0,mixed,assert,challenge,escalation
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,18,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,19,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,20,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,21,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,22,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,23,gpt_pass_1,2.0,2.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,24,gpt_pass_1,0.0,4.0,0.0,1.0,2.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,25,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,26,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,27,gpt_pass_1,2.0,3.0,2.0,3.0,2.0,1.0,1.0,mixed,synthesize,resolve,synthesis
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,28,gpt_pass_1,1.0,4.0,0.0,4.0,2.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,29,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,30,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,31,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,0,gpt_pass_1,2.0,2.0,1.0,3.0,3.0,1.0,2.0,positive,assert,defend,agreement
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,1,gpt_pass_1,0.0,4.0,1.0,2.0,3.0,0.0,1.0,negative,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,2,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,3,gpt_pass_1,2.0,3.0,1.0,2.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,4,gpt_pass_1,1.0,2.0,2.0,3.0,2.0,2.0,1.0,mixed,clarify,defend,clarification
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,5,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,6,gpt_pass_1,2.0,3.0,2.0,3.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,7,gpt_pass_1,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,8,gpt_pass_1,2.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,10,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,11,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,12,gpt_pass_1,1.0,3.0,0.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,13,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,14,gpt_pass_1,1.0,3.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,15,gpt_pass_1,2.0,3.0,2.0,4.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,16,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,17,gpt_pass_1,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,18,gpt_pass_1,1.0,2.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,19,gpt_pass_1,1.0,3.0,1.0,2.0,2.0,3.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,20,gpt_pass_1,1.0,1.0,2.0,2.0,3.0,1.0,1.0,mixed,synthesize,persuade,accommodation
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,21,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,22,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,23,gpt_pass_1,1.0,2.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,24,gpt_pass_1,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,synthesize,resolve,synthesis
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,25,gpt_pass_1,2.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,clarify,explore,clarification
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,26,gpt_pass_1,2.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,27,gpt_pass_1,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,28,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,clarify,explore,clarification
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,29,gpt_pass_1,1.0,3.0,2.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,30,gpt_pass_1,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,31,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,0,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,clarify,challenge,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,1,gpt_pass_1,1.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,2,gpt_pass_1,2.0,3.0,2.0,2.0,3.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,3,gpt_pass_1,1.0,2.0,0.0,3.0,2.0,1.0,1.0,mixed,clarify,defend,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,4,gpt_pass_1,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,5,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,6,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,7,gpt_pass_1,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,clarify,explore,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,8,gpt_pass_1,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,9,gpt_pass_1,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,10,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,11,gpt_pass_1,2.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,12,gpt_pass_1,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,13,gpt_pass_1,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
