conv_id,turn,perceived_persona_warmth,perceived_persona_dominance,perceived_persona_curiosity,perceived_persona_structure,perceived_persona_stability,perceived_persona_deference,perceived_persona_humility,emotional_tone,realized_move,apparent_objective,response_implied_expected_reaction
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,1,1.0,3.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,2,2.0,3.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,3,1.0,3.0,2.0,3.0,2.0,3.0,2.0,mixed,rebut,challenge,escalation
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,4,1.0,3.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,5,2.0,3.0,2.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,6,2.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,assert,defend,clarification
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,7,1.0,3.0,1.0,2.0,3.0,3.0,2.0,negative,assert,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,8,1.0,2.0,1.0,2.0,2.0,1.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,9,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,10,1.0,2.0,0.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,11,2.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,12,2.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,13,0.0,4.0,1.0,2.0,3.0,0.0,0.0,mixed,assert,defend,closure
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,14,2.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,15,1.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,16,2.0,1.0,2.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,17,1.0,3.0,1.0,3.0,3.0,3.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,18,1.0,3.0,1.0,2.0,2.0,3.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,19,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,20,1.0,1.0,1.0,3.0,3.0,2.0,1.0,mixed,synthesize,accommodate,agreement
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,21,1.0,3.0,0.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,22,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,23,1.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,agreement
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,24,2.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,clarify,defend,uncertain
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,25,2.0,3.0,0.0,2.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,26,2.0,3.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,synthesize,agreement
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,27,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,28,2.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,29,1.0,4.0,1.0,2.0,2.0,4.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,30,3.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__gemma2_9b__qwen2_5_3b__sup_opp__s0__1856a9885d,31,1.0,3.0,1.0,1.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,0,1.0,3.0,1.0,3.0,2.0,2.0,2.0,negative,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,1,2.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,synthesize,explore,synthesis
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,2,2.0,2.0,2.0,3.0,2.0,2.0,3.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,3,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,4,1.0,4.0,1.0,4.0,2.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,5,2.0,3.0,2.0,3.0,2.0,2.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,6,0.0,3.0,0.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,7,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,8,1.0,4.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,9,1.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,10,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,11,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,12,0.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,13,2.0,2.0,2.0,3.0,2.0,2.0,2.0,mixed,assert,persuade,agreement
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,14,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,15,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,accommodate,persuade,accommodation
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,16,1.0,4.0,1.0,2.0,3.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,17,1.0,2.0,2.0,3.0,2.0,1.0,1.0,mixed,assert,challenge,escalation
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,18,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,19,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,20,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,21,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,22,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,23,2.0,2.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,24,0.0,4.0,0.0,1.0,2.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,25,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,26,1.0,2.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,27,2.0,3.0,2.0,3.0,2.0,1.0,1.0,mixed,synthesize,resolve,synthesis
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,28,1.0,4.0,0.0,4.0,2.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,29,2.0,3.0,1.0,3.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,30,1.0,3.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__opp_sup__s0__c50a3c79f9,31,1.0,3.0,1.0,2.0,2.0,1.0,0.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,0,2.0,2.0,1.0,3.0,3.0,1.0,2.0,positive,assert,defend,agreement
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,1,0.0,4.0,1.0,2.0,3.0,0.0,1.0,negative,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,2,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,3,2.0,3.0,1.0,2.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,4,1.0,2.0,2.0,3.0,2.0,2.0,1.0,mixed,clarify,defend,clarification
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,5,1.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,6,2.0,3.0,2.0,3.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,7,1.0,3.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,8,2.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,9,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,10,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,11,1.0,3.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,12,1.0,3.0,0.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,13,1.0,2.0,1.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,14,1.0,3.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,15,2.0,3.0,2.0,4.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,16,1.0,2.0,1.0,2.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,17,1.0,2.0,2.0,2.0,2.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,18,1.0,2.0,2.0,3.0,2.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,19,1.0,3.0,1.0,2.0,2.0,3.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,20,1.0,1.0,2.0,2.0,3.0,1.0,1.0,mixed,synthesize,persuade,accommodation
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,21,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,22,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,23,1.0,2.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,24,2.0,2.0,2.0,3.0,3.0,1.0,2.0,mixed,synthesize,resolve,synthesis
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,25,2.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,clarify,explore,clarification
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,26,2.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,27,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,28,1.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,clarify,explore,clarification
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,29,1.0,3.0,2.0,3.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,30,2.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__mixed_play__llama3_8b__qwen2_5_3b__sup_opp__s0__5d1d4f962b,31,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,rebut,challenge,escalation
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,0,1.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,clarify,challenge,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,1,1.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,agreement
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,2,2.0,3.0,2.0,2.0,3.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,3,1.0,2.0,0.0,3.0,2.0,1.0,1.0,mixed,clarify,defend,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,4,1.0,3.0,1.0,3.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,5,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,6,1.0,2.0,1.0,3.0,2.0,0.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,7,1.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,clarify,explore,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,8,1.0,2.0,1.0,3.0,2.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,9,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,10,1.0,2.0,1.0,2.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,11,2.0,2.0,2.0,2.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,12,1.0,2.0,1.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,13,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,14,1.0,3.0,0.0,2.0,2.0,2.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,15,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,16,2.0,3.0,2.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,17,1.0,3.0,2.0,3.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,18,1.0,2.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,19,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,uncertain
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,20,1.0,2.0,1.0,3.0,4.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,21,1.0,3.0,1.0,2.0,2.0,1.0,1.0,mixed,assert,persuade,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,22,1.0,2.0,1.0,3.0,2.0,1.0,0.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,23,1.0,2.0,1.0,2.0,2.0,2.0,1.0,positive,accommodate,accommodate,agreement
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,24,1.0,3.0,1.0,4.0,3.0,0.0,1.0,mixed,concede,accommodate,accommodation
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,25,2.0,3.0,1.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,26,1.0,3.0,1.0,3.0,3.0,1.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,27,1.0,2.0,1.0,2.0,2.0,1.0,1.0,mixed,synthesize,accommodate,clarification
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,28,1.0,3.0,1.0,2.0,3.0,1.0,1.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,29,2.0,3.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,30,0.0,2.0,1.0,2.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__opp_sup__s0__d0c7acc109,31,2.0,2.0,1.0,3.0,2.0,1.0,1.0,mixed,assert,persuade,agreement
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,0,1.0,3.0,0.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,1,1.0,3.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,2,2.0,2.0,1.0,2.0,2.0,1.0,2.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,3,1.0,3.0,2.0,3.0,2.0,3.0,2.0,mixed,rebut,challenge,escalation
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,4,1.0,3.0,2.0,2.0,3.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,5,3.0,2.0,3.0,2.0,3.0,2.0,2.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,6,2.0,3.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,7,1.0,2.0,2.0,3.0,3.0,2.0,2.0,negative,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,8,1.0,3.0,0.0,2.0,2.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,9,1.0,2.0,1.0,3.0,3.0,2.0,2.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,10,1.0,2.0,1.0,2.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,11,1.0,2.0,1.0,2.0,3.0,2.0,1.0,mixed,rebut,challenge,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,12,2.0,2.0,2.0,3.0,2.0,1.0,2.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,13,0.0,3.0,1.0,2.0,3.0,0.0,0.0,mixed,rebut,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,14,2.0,2.0,2.0,3.0,3.0,1.0,1.0,mixed,assert,defend,rebuttal
q1__four_day_workweek__self_play__gemma2_9b__gemma2_9b__sup_opp__s0__19426fc16d,15,1.0,3.0,1.0,3.0,2.0,2.0,2.0,mixed,rebut,challenge,rebuttal
